sample,sample_size,pct_fragments_clade,n_fragments_clade,n_fragments_taxon,n_minimisers,n_distinct_minimisers,rank,n_taxa_in_rank,ncbi_id,taxon,domain,kingdom,phylum,class,order,family,genus,species,db_n_minimisers_taxon,db_n_minimisers_clade
PD53788a,441740,0.01,35,35,777,698,S,118,39950,Dialister pneumosintes,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister_pneumosintes,38956,38956
PD53788a,441740,0.47,2094,1,49875,26744,C,21,1737404,Tissierellia,Bacteria,NA,Bacillota,Tissierellia,NA,NA,NA,NA,2816,1552267
PD53788a,441740,0.47,2093,2,49779,26730,O,35,1737405,Tissierellales,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,NA,NA,NA,293,1361061
PD53788a,441740,0.47,2091,5,49735,26688,F,48,1570339,Peptoniphilaceae,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,NA,NA,3728,856719
PD53788a,441740,0.47,2086,0,49493,26537,G,71,543311,Parvimonas,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,NA,0,108164
PD53788a,441740,0.47,2086,2086,49493,26537,S,118,33033,Parvimonas micra,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas_micra,108164,108164
PD53788a,441740,0.06,262,0,11202,8785,C,21,186801,Clostridia,Bacteria,NA,Bacillota,Clostridia,NA,NA,NA,NA,12676,36735323
PD53788a,441740,0.06,262,3,11091,8718,O,35,186802,Eubacteriales,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,NA,NA,NA,133037,32993672
PD53788a,441740,0.04,179,0,7246,5933,F,48,543314,Eubacteriales Family XIII. Incertae Sedis,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Eubacteriales_Family_XIII._Incertae_Sedis,NA,NA,107,580141
PD53788a,441740,0.04,179,30,7229,5918,G,71,86331,Mogibacterium,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Eubacteriales_Family_XIII._Incertae_Sedis,Mogibacterium,NA,3552,136715
PD53788a,441740,0.03,134,134,6092,4979,S,118,114527,Mogibacterium diversum,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Eubacteriales_Family_XIII._Incertae_Sedis,Mogibacterium,Mogibacterium_diversum,80124,80124
PD53788a,441740,0,15,15,540,442,S,118,86332,Mogibacterium pumilum,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Eubacteriales_Family_XIII._Incertae_Sedis,Mogibacterium,Mogibacterium_pumilum,53039,53039
PD53788a,441740,0.02,76,1,2400,1719,F,48,186804,Peptostreptococcaceae,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,NA,NA,5055,1637944
PD53788a,441740,0.02,75,0,1885,1506,G,71,44259,Filifactor,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Filifactor,NA,0,53883
PD53788a,441740,0.02,75,0,1885,1506,S,118,143361,Filifactor alocis,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Filifactor,Filifactor_alocis,0,53883
PD53788a,441740,0,4,1,450,357,F,48,186803,Lachnospiraceae,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,NA,NA,187674,8029561
PD53788a,441740,0,2,0,82,42,G,71,2719313,Enterocloster,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,NA,6743,596624
PD53788a,441740,0,2,2,73,37,S,118,208479,Enterocloster bolteae,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster_bolteae,319462,319462
PD53788a,441740,0,1,0,153,141,G,71,1164882,Lachnoanaerobaculum,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,NA,0,85054
PD53788a,441740,0,1,1,153,141,S,118,617123,Lachnoanaerobaculum umeaense,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum_umeaense,85054,85054
PD53788a,441740,0,3,0,236,179,C,21,526524,Erysipelotrichia,Bacteria,NA,Bacillota,Erysipelotrichia,NA,NA,NA,NA,0,2151294
PD53788a,441740,0,3,0,236,179,O,35,526525,Erysipelotrichales,Bacteria,NA,Bacillota,Erysipelotrichia,Erysipelotrichales,NA,NA,NA,1403,2151294
PD53788a,441740,0,3,0,179,135,F,48,128827,Erysipelotrichaceae,Bacteria,NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA,NA,685,1307485
PD53788a,441740,0,3,0,120,87,G,71,118747,Bulleidia,Bacteria,NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,NA,0,47110
PD53788a,441740,0,3,3,120,87,S,118,2806552,Bulleidia sp. zg-1006,Bacteria,NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,Bulleidia_sp._zg-1006,47110,47110
PD53788a,441740,0.09,410,7,14462,12582,P,13,201174,Actinomycetota,Bacteria,NA,Actinomycetota,NA,NA,NA,NA,NA,91054,225281742
PD53788a,441740,0.09,394,34,13300,11611,C,21,1760,Actinomycetes,Bacteria,NA,Actinomycetota,Actinomycetes,NA,NA,NA,NA,2124736,219009220
PD53788a,441740,0.03,140,0,3597,3295,O,35,85004,Bifidobacteriales,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,NA,NA,NA,0,2954632
PD53788a,441740,0.03,140,1,3597,3295,F,48,31953,Bifidobacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,NA,NA,1335,2954632
PD53788a,441740,0.03,137,56,3507,3223,G,71,1678,Bifidobacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA,503235,2587361
PD53788a,441740,0.02,74,0,1798,1680,S,118,158787,Bifidobacterium scardovii,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_scardovii,0,90789
PD53788a,441740,0,6,6,532,473,S,118,216816,Bifidobacterium longum,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_longum,184924,283359
PD53788a,441740,0,1,1,61,57,S,118,1689,Bifidobacterium dentium,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_dentium,113796,113852
PD53788a,441740,0,2,2,36,25,G,71,2701,Gardnerella,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA,75394,246595
PD53788a,441740,0.03,135,0,3689,3243,O,35,85006,Micrococcales,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,NA,NA,NA,227574,46216650
PD53788a,441740,0.03,133,2,3302,2965,F,48,1268,Micrococcaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,NA,NA,224528,13891852
PD53788a,441740,0.03,123,9,3110,2785,G,71,32207,Rothia,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,NA,16391,922287
PD53788a,441740,0.02,103,103,2744,2444,S,118,43675,Rothia mucilaginosa,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia_mucilaginosa,187023,208061
PD53788a,441740,0,11,11,253,235,S,118,2047,Rothia dentocariosa,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia_dentocariosa,110647,138875
PD53788a,441740,0,7,7,108,105,G,71,1269,Micrococcus,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,NA,103479,357718
PD53788a,441740,0,1,1,15,13,G,71,57493,Kocuria,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,NA,139223,889994
PD53788a,441740,0,2,0,216,163,F,48,85023,Microbacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,NA,NA,201366,19125789
PD53788a,441740,0,2,2,85,53,G,71,33882,Microbacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,NA,622111,7096365
PD53788a,441740,0.01,42,0,3694,3217,O,35,2037,Actinomycetales,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,NA,NA,NA,0,4723219
PD53788a,441740,0.01,42,5,3694,3217,F,48,2049,Actinomycetaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,NA,NA,8149,4723219
PD53788a,441740,0,19,2,2808,2402,G,71,2529408,Schaalia,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,NA,3789,714503
PD53788a,441740,0,17,17,2569,2197,S,118,1660,Schaalia odontolytica,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia_odontolytica,196681,196681
PD53788a,441740,0,18,16,659,629,G,71,1654,Actinomyces,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,NA,198753,2369273
PD53788a,441740,0,2,2,179,168,S,118,1852377,Actinomyces pacaensis,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_pacaensis,61569,61569
PD53788a,441740,0.01,33,0,612,548,O,35,85009,Propionibacteriales,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,NA,NA,NA,15639,12116986
PD53788a,441740,0.01,33,0,559,515,F,48,31957,Propionibacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,NA,NA,13285,3722028
PD53788a,441740,0.01,30,5,444,439,G,71,1912216,Cutibacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,NA,23124,552859
PD53788a,441740,0.01,25,25,406,404,S,118,1747,Cutibacterium acnes,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium_acnes,129840,138230
PD53788a,441740,0,2,0,47,28,G,71,1743,Propionibacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionibacterium,NA,3421,324086
PD53788a,441740,0,2,2,41,26,S,118,556499,Propionibacterium acidifaciens,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium_acidifaciens,86148,86148
PD53788a,441740,0,1,0,39,26,G,71,2801844,Arachnia,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,NA,3191,281981
PD53788a,441740,0,1,1,38,25,S,118,1750,Arachnia propionica,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,Arachnia_propionica,176486,176516
PD53788a,441740,0,10,1,523,390,O,35,85007,Mycobacteriales,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,NA,NA,NA,230521,53073014
PD53788a,441740,0,9,0,320,276,F,48,1653,Corynebacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,NA,NA,0,9805876
PD53788a,441740,0,9,0,320,276,G,71,1716,Corynebacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,NA,695265,9805876
PD53788a,441740,0,9,9,220,188,S,118,43768,Corynebacterium matruchotii,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_matruchotii,129029,129029
PD53788a,441740,0,9,1,1018,883,C,21,84998,Coriobacteriia,Bacteria,NA,Actinomycetota,Coriobacteriia,NA,NA,NA,NA,3747,2626939
PD53788a,441740,0,5,0,525,461,O,35,84999,Coriobacteriales,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,NA,NA,NA,2073,1130815
PD53788a,441740,0,5,0,504,443,F,48,1643824,Atopobiaceae,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,NA,NA,2817,692812
PD53788a,441740,0,4,0,396,349,G,71,2767353,Lancefieldella,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,NA,0,51006
PD53788a,441740,0,4,0,396,349,S,118,1382,Lancefieldella parvula,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella_parvula,0,51006
PD53788a,441740,0,1,0,91,84,G,71,133925,Olsenella,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,NA,377,232934
PD53788a,441740,0,1,0,90,83,S,118,133926,Olsenella uli,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella_uli,0,66182
PD53788a,441740,0,3,0,439,370,O,35,1643822,Eggerthellales,Bacteria,NA,Actinomycetota,Coriobacteriia,Eggerthellales,NA,NA,NA,0,1492377
PD53788a,441740,0,3,2,439,370,F,48,1643826,Eggerthellaceae,Bacteria,NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,NA,NA,27519,1492377
PD53788a,441740,0,1,0,63,57,G,71,84162,Cryptobacterium,Bacteria,NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,NA,0,53774
PD53788a,441740,0,1,0,63,57,S,118,84163,Cryptobacterium curtum,Bacteria,NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,Cryptobacterium_curtum,0,53774
PD53788a,441740,1.44,6381,196,176840,112151,P,13,976,Bacteroidota,Bacteria,NA,Bacteroidota,NA,NA,NA,NA,NA,145977,101476112
PD53788a,441740,1.4,6172,1,173313,109471,C,21,200643,Bacteroidia,Bacteria,NA,Bacteroidota,Bacteroidia,NA,NA,NA,NA,1251,16685815
PD53788a,441740,1.4,6171,387,173289,109440,O,35,171549,Bacteroidales,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,214337,15702740
PD53788a,441740,1.3,5745,152,165626,104934,F,48,171552,Prevotellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA,NA,10766,3974501
PD53788a,441740,1.27,5591,1687,163338,103708,G,71,838,Prevotella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA,177182,3569112
PD53788a,441740,0.3,1342,1342,41905,27021,S,118,28135,Prevotella oris,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_oris,93731,93731
PD53788a,441740,0.23,1033,1031,25246,18689,S,118,28131,Prevotella intermedia,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_intermedia,264994,279686
PD53788a,441740,0.16,697,697,21207,16289,S,118,470565,Prevotella histicola,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_histicola,87509,87509
PD53788a,441740,0.11,478,478,31200,15013,S,118,28137,Prevotella veroralis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_veroralis,80981,80981
PD53788a,441740,0.06,261,261,11654,8349,S,118,28132,Prevotella melaninogenica,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_melaninogenica,487103,487126
PD53788a,441740,0.01,26,26,2585,1411,S,118,1177574,Prevotella jejuni,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_jejuni,172242,172242
PD53788a,441740,0.01,25,12,1317,834,S,118,28133,Prevotella nigrescens,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_nigrescens,103482,116528
PD53788a,441740,0.01,25,0,600,548,S,118,52227,Prevotella dentalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_dentalis,0,100387
PD53788a,441740,0,10,0,254,176,S,118,652716,Prevotella sp. oral taxon 299,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_sp._oral_taxon_299,0,74033
PD53788a,441740,0,4,0,336,217,S,118,589437,Prevotella scopos,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_scopos,0,68282
PD53788a,441740,0,3,3,414,260,S,118,28129,Prevotella denticola,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_denticola,148514,148552
PD53788a,441740,0,2,0,146,100,G,71,2974257,Hoylesella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,NA,79,180207
PD53788a,441740,0,2,2,125,88,S,118,76123,Hoylesella enoeca,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella_enoeca,82872,82872
PD53788a,441740,0.01,35,0,979,830,F,48,171551,Porphyromonadaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA,0,635869
PD53788a,441740,0.01,35,0,979,830,G,71,836,Porphyromonas,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA,2091,635869
PD53788a,441740,0.01,33,33,762,667,S,118,837,Porphyromonas gingivalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_gingivalis,194564,202181
PD53788a,441740,0,2,2,146,106,S,118,322095,Porphyromonas somerae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_somerae,83793,83793
PD53788a,441740,0,2,1,305,214,F,48,815,Bacteroidaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,NA,NA,76220,6076299
PD53788a,441740,0,1,1,144,115,G,71,816,Bacteroides,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,1191069,5311634
PD53788a,441740,0,2,0,160,121,F,48,2005525,Tannerellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,126,1522902
PD53788a,441740,0,2,0,121,98,G,71,195950,Tannerella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,NA,55,228385
PD53788a,441740,0,2,2,114,91,S,118,712710,Tannerella serpentiformis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella_serpentiformis,92575,92575
PD53788a,441740,0,13,0,1115,1000,C,21,117743,Flavobacteriia,Bacteria,NA,Bacteroidota,Flavobacteriia,NA,NA,NA,NA,0,44615233
PD53788a,441740,0,13,0,1115,1000,O,35,200644,Flavobacteriales,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,NA,NA,NA,60780,44615233
PD53788a,441740,0,13,0,888,794,F,48,49546,Flavobacteriaceae,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,358016,32194846
PD53788a,441740,0,13,6,360,349,G,71,1016,Capnocytophaga,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA,214826,1240721
PD53788a,441740,0,7,7,148,147,S,118,1017,Capnocytophaga gingivalis,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_gingivalis,82992,82992
PD53788a,441740,0.56,2475,0,57736,31653,P,13,32066,Fusobacteriota,Bacteria,NA,Fusobacteriota,NA,NA,NA,NA,NA,0,2463558
PD53788a,441740,0.56,2475,0,57736,31653,C,21,203490,Fusobacteriia,Bacteria,NA,Fusobacteriota,Fusobacteriia,NA,NA,NA,NA,0,2463558
PD53788a,441740,0.56,2475,20,57736,31653,O,35,203491,Fusobacteriales,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,NA,NA,NA,2503,2463558
PD53788a,441740,0.55,2421,25,56474,30648,F,48,203492,Fusobacteriaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA,667,1568882
PD53788a,441740,0.54,2396,1691,56295,30593,G,71,848,Fusobacterium,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA,182440,1397955
PD53788a,441740,0.16,704,694,34931,19105,S,118,851,Fusobacterium nucleatum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum,210633,374836
PD53788a,441740,0,1,1,185,115,S,118,859,Fusobacterium necrophorum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_necrophorum,72263,125048
PD53788a,441740,0.01,34,0,1020,909,F,48,1129771,Leptotrichiaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA,NA,1022,892173
PD53788a,441740,0.01,34,24,965,865,G,71,32067,Leptotrichia,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA,83880,620999
PD53788a,441740,0,8,8,299,282,S,118,157687,Leptotrichia wadei,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_wadei,96799,96799
PD53788a,441740,0,2,2,46,46,S,118,712362,Leptotrichia sp. oral taxon 221,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_221,41889,41889
PD53788a,441740,0.39,1715,71,55671,36171,P,13,1224,Pseudomonadota,Bacteria,NA,Pseudomonadota,NA,NA,NA,NA,NA,1727400,510239650
PD53788a,441740,0.33,1463,148,46663,28721,C,21,1236,Gammaproteobacteria,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,1107460,265363090
PD53788a,441740,0.28,1246,0,42329,25517,O,35,135625,Pasteurellales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,NA,NA,NA,0,4798812
PD53788a,441740,0.28,1246,227,42329,25517,F,48,712,Pasteurellaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA,101972,4798812
PD53788a,441740,0.22,977,897,37069,22129,G,71,416916,Aggregatibacter,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,NA,46245,434334
PD53788a,441740,0.01,24,24,4959,3005,S,118,2866570,Aggregatibacter sp. Marseille-P9115,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_sp._Marseille-P9115,27446,27446
PD53788a,441740,0,4,4,1777,1060,S,118,2820817,Aggregatibacter sp. 2125159857,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_sp._2125159857,40992,40992
PD53788a,441740,0,1,1,2659,1625,S,118,712150,Aggregatibacter sp. oral taxon 513,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_sp._oral_taxon_513,24541,24541
PD53788a,441740,0,4,4,1721,1028,S,118,732,Aggregatibacter aphrophilus,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_aphrophilus,96122,122358
PD53788a,441740,0,3,3,3035,1789,S,118,739,Aggregatibacter segnis,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_segnis,24758,24790
PD53788a,441740,0,2,2,313,172,S,118,714,Aggregatibacter actinomycetemcomitans,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_actinomycetemcomitans,135607,139255
PD53788a,441740,0.01,42,31,1567,1244,G,71,724,Haemophilus,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA,120235,1041355
PD53788a,441740,0,6,6,417,333,S,118,729,Haemophilus parainfluenzae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_parainfluenzae,358506,373768
PD53788a,441740,0,5,5,267,196,S,118,726,Haemophilus haemolyticus,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_haemolyticus,106237,106237
PD53788a,441740,0.01,57,5,1411,1215,O,35,91347,Enterobacterales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,NA,NA,NA,1057856,63758651
PD53788a,441740,0.01,52,43,1048,938,F,48,543,Enterobacteriaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,2515379,30595307
PD53788a,441740,0,7,7,256,244,G,71,570,Klebsiella,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,NA,1343776,4633827
PD53788a,441740,0,1,0,39,37,G,71,561,Escherichia,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,NA,252102,3083417
PD53788a,441740,0,1,1,35,33,S,118,562,Escherichia coli,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia_coli,2001297,2100927
PD53788a,441740,0,10,0,359,347,O,35,2887326,Moraxellales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,NA,NA,NA,0,13033274
PD53788a,441740,0,10,0,359,347,F,48,468,Moraxellaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,NA,NA,11531,13033274
PD53788a,441740,0,8,2,208,206,G,71,475,Moraxella,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,NA,62157,1082118
PD53788a,441740,0,5,5,159,157,S,118,478,Moraxella nonliquefaciens,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella_nonliquefaciens,65422,65422
PD53788a,441740,0,1,1,23,23,S,118,34062,Moraxella osloensis,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella_osloensis,329173,329173
PD53788a,441740,0,2,2,140,130,G,71,469,Acinetobacter,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,NA,2048343,10289327
