sample,sample_size,pct_fragments_clade,n_fragments_clade,n_fragments_taxon,n_minimisers,n_distinct_minimisers,rank,n_taxa_in_rank,ncbi_id,taxon,domain,kingdom,phylum,class,order,family,genus,species,db_n_minimisers_taxon,db_n_minimisers_clade,ratio_taxon,ratio_clade,pvalue,padj,significance
PD53775a,211000,0.01,20,0,470,418,F,42,815,Bacteroidaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,NA,NA,76220,6076299,0.00548412490160063,6.879187479088834e-5,0,0,Significant
PD53775a,211000,0.01,20,9,444,395,G,57,816,Bacteroides,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,1191069,5311634,3.316348591055598e-4,7.436506355671344e-5,0,0,Significant
PD53775a,211000,0,10,10,245,231,S,68,28113,Bacteroides heparinolyticus,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_heparinolyticus,89351,89351,0.0025853096216046827,0.0025853096216046827,0,0,Significant
PD53775a,211000,0,1,1,35,25,S,68,817,Bacteroides fragilis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_fragilis,425142,446472,5.880388199707392e-5,5.599455284989876e-5,3.284830769778464e-62,2.2336849234493554e-60,Significant
PD53775a,211000,0.01,11,0,269,242,F,42,171551,Porphyromonadaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA,0,635869,Inf,3.8058153487589423e-4,0,0,Significant
PD53775a,211000,0.01,11,0,269,242,G,57,836,Porphyromonas,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA,2091,635869,0.11573409851745577,3.8058153487589423e-4,0,0,Significant
PD53775a,211000,0,5,5,92,83,S,68,837,Porphyromonas gingivalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_gingivalis,194564,202181,4.265948479677638e-4,4.1052324402391917e-4,0,0,Significant
PD53775a,211000,0,4,0,103,88,S,68,28123,Porphyromonas asaccharolytica,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_asaccharolytica,0,68800,Inf,0.0012790697674418604,0,0,Significant
PD53775a,211000,0,1,1,12,12,S,68,28124,Porphyromonas endodontalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_endodontalis,65741,65741,1.825344914132733e-4,1.825344914132733e-4,2.5505133893011116e-107,1.734349104724756e-105,Significant
PD53775a,211000,0,1,1,60,57,S,68,322095,Porphyromonas somerae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_somerae,83793,83793,6.802477533922882e-4,6.802477533922882e-4,0,0,Significant
PD53775a,211000,0,1,0,46,44,F,42,2005525,Tannerellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,126,1522902,0.3492063492063492,2.8892207115099987e-5,1.8664846148491076e-48,7.839235382366252e-47,Significant
PD53775a,211000,0,1,0,38,36,G,57,195950,Tannerella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,NA,55,228385,0.6545454545454545,1.576285657989798e-4,3.1362702008148383e-272,1.7876740144644578e-270,Significant
PD53775a,211000,0,1,1,32,30,S,68,28112,Tannerella forsythia,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella_forsythia,96699,135755,3.102410573015233e-4,2.2098633567824388e-4,0,0,Significant
PD53775a,211000,0.07,148,0,3221,2871,F,42,203492,Fusobacteriaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA,667,1568882,4.304347826086956,0.0018299655423416165,0,0,Significant
PD53775a,211000,0.07,148,113,3217,2867,G,57,848,Fusobacterium,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA,182440,1397955,0.015714755536066653,0.0020508528529172973,0,0,Significant
PD53775a,211000,0.02,35,34,1958,1747,S,68,851,Fusobacterium nucleatum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum,210633,374836,0.008294046991686963,0.004660704948297388,0,0,Significant
PD53775a,211000,0.03,59,2,2044,1894,F,42,1129771,Leptotrichiaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA,NA,1022,892173,1.8532289628180039,0.0021229066559960903,0,0,Significant
PD53775a,211000,0.03,56,36,1987,1847,G,57,32067,Leptotrichia,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA,83880,620999,0.022019551740581785,0.0029742398941061095,0,0,Significant
PD53775a,211000,0.01,19,19,1280,1190,S,68,109328,Leptotrichia trevisanii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_trevisanii,81014,81014,0.014688819216431727,0.014688819216431727,0,0,Significant
PD53775a,211000,0,1,1,38,37,S,68,157687,Leptotrichia wadei,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_wadei,96799,96799,3.82235353671009e-4,3.82235353671009e-4,0,0,Significant
PD53775a,211000,0,1,0,37,30,G,57,2755140,Pseudoleptotrichia,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,NA,0,59789,Inf,5.017645386275068e-4,0,0,Significant
PD53775a,211000,0,1,1,37,30,S,68,157692,Pseudoleptotrichia goodfellowii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,Pseudoleptotrichia_goodfellowii,59789,59789,5.017645386275068e-4,5.017645386275068e-4,0,0,Significant
PD53775a,211000,0.02,38,4,1220,1095,F,42,119060,Burkholderiaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,356497,34066895,0.003071554599337442,3.214264170538583e-5,0,0,Significant
PD53775a,211000,0.01,31,17,1000,899,G,57,48736,Ralstonia,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,NA,623198,2085426,0.0014425591866469405,4.310869817485732e-4,0,0,Significant
PD53775a,211000,0.01,13,13,468,427,S,68,329,Ralstonia pickettii,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_pickettii,137977,137977,0.003094718684998224,0.003094718684998224,0,0,Significant
PD53775a,211000,0,1,1,54,47,S,68,105219,Ralstonia mannitolilytica,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_mannitolilytica,121688,121688,3.8623364670304386e-4,3.8623364670304386e-4,0,0,Significant
PD53775a,211000,0,3,3,76,69,G,57,106589,Cupriavidus,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,NA,878201,5259957,7.856971240069186e-5,1.3117977960656333e-5,1.511569718340495e-22,8.615947394540822e-21,Significant
PD53775a,211000,0,4,2,131,128,F,42,481,Neisseriaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA,102761,4168014,0.0012456087426163623,3.071006959189676e-5,2.7792587707613903e-148,1.167288683719784e-146,Significant
PD53775a,211000,0,1,1,84,81,G,57,482,Neisseria,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,NA,297322,2217618,2.724319088395746e-4,3.652567755131858e-5,5.619133410033944e-118,3.202906043719348e-116,Significant
PD53775a,211000,0,1,1,11,11,G,57,538,Eikenella,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,NA,14793,161798,7.435949435543838e-4,6.798600724360004e-5,3.7717244232432593e-35,2.1498829212486578e-33,Significant
PD53775a,211000,0.01,12,7,1118,1011,F,42,41294,Nitrobacteraceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,NA,NA,154218,17782071,0.006555654981908726,5.685501986804574e-5,0,0,Significant
PD53775a,211000,0,5,4,930,842,G,57,374,Bradyrhizobium,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,NA,3264915,15069116,2.578933907927159e-4,5.587587221440196e-5,0,0,Significant
PD53775a,211000,0,1,0,43,41,F,42,69277,Phyllobacteriaceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,NA,NA,37794,11414083,0.001084828279621104,3.592053781280546e-6,0.8828409807402517,1,Non-significant
PD53775a,211000,0,1,0,35,33,G,57,68287,Mesorhizobium,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,NA,1044018,8339798,3.1608650425567375e-5,3.956930371694854e-6,0.694901652169466,1,Non-significant
PD53775a,211000,0,1,1,10,10,S,68,2082387,Mesorhizobium sp. Pch-S,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium_sp._Pch-S,193628,193628,5.164542318259756e-5,5.164542318259756e-5,6.624344371883636e-24,4.504554172880872e-22,Significant
PD53775a,211000,0.01,12,8,542,498,F,42,41297,Sphingomonadaceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,385554,18431425,0.0012916478625562178,2.7019072046789653e-5,0,0,Significant
PD53775a,211000,0,2,1,228,205,G,57,165696,Novosphingobium,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA,80888,2237236,0.002534368509544061,9.16309231569669e-5,0,0,Significant
PD53775a,211000,0,1,1,115,104,S,68,2282397,Novosphingobium humi,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_humi,132929,132929,7.823725447419299e-4,7.823725447419299e-4,0,0,Significant
PD53775a,211000,0,1,1,57,49,G,57,165695,Sphingobium,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA,477389,3383460,1.0264166120291838e-4,1.448221642933565e-5,1.2805157518536772e-19,7.298939785565961e-18,Significant
PD53775a,211000,0,1,0,99,94,G,57,13687,Sphingomonas,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,212826,7676311,4.416753592136299e-4,1.224546530227866e-5,2.3973915101074257e-26,1.3665131607612326e-24,Significant
PD53775a,211000,0,1,1,20,20,S,68,13689,Sphingomonas paucimobilis,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_paucimobilis,139263,139263,1.4361316358257398e-4,1.4361316358257398e-4,3.2651015216731234e-138,2.2202690347377237e-136,Significant
PD53775a,211000,0,9,0,336,269,F,42,76892,Caulobacteraceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA,22698,5475740,0.011851264428584016,4.912578025983703e-5,0,0,Significant
PD53775a,211000,0,9,0,217,165,G,57,75,Caulobacter,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA,62575,1951577,0.0026368357970435476,8.454700993094303e-5,0,0,Significant
PD53775a,211000,0,9,9,125,83,S,68,1679497,Caulobacter flavus,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter_flavus,154284,154284,5.37968940395634e-4,5.37968940395634e-4,0,0,Significant
PD53775a,211000,0.01,14,1,282,258,F,42,712,Pasteurellaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA,101972,4798812,0.002530106303691209,5.376330641833854e-5,0,0,Significant
PD53775a,211000,0,9,5,186,162,G,57,724,Haemophilus,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA,120235,1041355,0.001347361417224602,1.5556654551041673e-4,0,0,Significant
PD53775a,211000,0,4,4,65,51,S,68,729,Haemophilus parainfluenzae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_parainfluenzae,358506,373768,1.422570333550903e-4,1.364482780762398e-4,0,0,Significant
PD53775a,211000,0,4,0,68,68,G,57,416916,Aggregatibacter,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,NA,46245,434334,0.0014704292355930371,1.5656154019717545e-4,0,0,Significant
PD53775a,211000,0,4,4,59,59,S,68,714,Aggregatibacter actinomycetemcomitans,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_actinomycetemcomitans,135607,139255,4.35080784915233e-4,4.2368317116082006e-4,0,0,Significant
PD53775a,211000,0,5,4,186,186,F,42,543,Enterobacteriaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,2515379,30595307,7.394511920470036e-5,6.079363740327887e-6,1.4998568063752706e-6,6.299398586776137e-5,Significant
PD53775a,211000,0,5,0,144,128,F,42,28256,Halomonadaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,NA,NA,114176,7590312,0.0011210762331838565,1.686360191781313e-5,2.70308692096553e-62,1.1352965068055225e-60,Significant
PD53775a,211000,0,4,0,111,96,G,57,42054,Chromohalobacter,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,NA,0,110133,Inf,8.716733404156793e-4,0,0,Significant
PD53775a,211000,0,4,0,111,96,S,68,158080,Chromohalobacter salexigens,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,Chromohalobacter_salexigens,0,110133,Inf,8.716733404156793e-4,0,0,Significant
PD53775a,211000,0,1,1,27,27,G,57,2745,Halomonas,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA,823495,6073071,3.2787084317451834e-5,4.44585614098699e-6,0.4425720492194649,1,Non-significant
PD53775a,211000,0,4,0,166,165,F,42,468,Moraxellaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,NA,NA,11531,13033274,0.014309253317145087,1.2659904180637958e-5,8.807623787786088e-48,3.6992019908701565e-46,Significant
PD53775a,211000,0,4,0,76,76,G,57,475,Moraxella,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,NA,62157,1082118,0.0012227102337628907,7.023263636682875e-5,1.0296236688337593e-238,5.868854912352428e-237,Significant
PD53775a,211000,0,4,4,55,55,S,68,34062,Moraxella osloensis,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella_osloensis,329173,329173,1.6708539278737929e-4,1.6708539278737929e-4,0,0,Significant
PD53775a,211000,0,2,1,127,127,F,42,135621,Pseudomonadaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA,348277,61408160,3.64652273908412e-4,2.0681290564641572e-6,1,1,Non-significant
PD53775a,211000,0,1,0,37,37,G,57,2901164,Stutzerimonas,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,NA,224596,2159305,1.6474024470604996e-4,1.7135143020555225e-5,6.926676368243411e-20,3.948205529898744e-18,Significant
PD53775a,211000,0,1,1,31,31,S,68,316,Stutzerimonas stutzeri,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas_stutzeri,834398,1057988,3.715253392266041e-5,2.930089944309387e-5,2.2890921029920247e-35,1.5565826300345767e-33,Significant
PD53775a,211000,0,1,0,40,40,F,42,32033,Xanthomonadaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA,225235,16481792,1.7759229249450574e-4,2.4269205678605823e-6,0.9998940403611895,1,Non-significant
PD53775a,211000,0,1,0,15,15,G,57,338,Xanthomonas,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,NA,1136227,5649341,1.320158735886403e-5,2.655176948957409e-6,0.971778301718711,1,Non-significant
PD53775a,211000,0,1,1,8,8,S,68,339,Xanthomonas campestris,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas_campestris,306582,687940,2.609416077917164e-5,1.1628921126842458e-5,0.0017855272092266292,0.12141585022741078,Non-significant
PD53775a,211000,0,10,0,446,416,F,42,72294,Campylobacteraceae,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,NA,NA,0,3619093,Inf,1.1494592705962516e-4,0,0,Significant
PD53775a,211000,0,10,2,446,416,G,57,194,Campylobacter,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA,264920,3619093,0.0015702853691680508,1.1494592705962516e-4,0,0,Significant
PD53775a,211000,0,8,8,344,315,S,68,199,Campylobacter concisus,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_concisus,398252,417515,7.909564798167995e-4,7.544639114762344e-4,0,0,Significant
PD53775a,211000,0,2,0,56,55,F,42,2845253,Treponemataceae,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,NA,NA,119,2359721,0.46218487394957986,2.330784020653289e-5,5.5284114960418344e-45,2.3219328283375705e-43,Significant
PD53775a,211000,0,2,2,55,54,G,57,157,Treponema,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,NA,337023,2257557,1.6022645338745426e-4,2.391966182913654e-5,8.156402948639096e-46,4.649149680724284e-44,Significant
PD53775a,211000,0,10,0,189,183,F,42,766764,Debaryomycetaceae,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,NA,NA,837,2069773,0.21863799283154123,8.841549290671006e-5,0,0,Significant
PD53775a,211000,0,10,0,184,178,G,57,5475,Candida,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,NA,27765,1192678,0.006410949036556816,1.492439702920654e-4,0,0,Significant
PD53775a,211000,0,10,0,166,160,S,68,5476,Candida albicans,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_albicans,0,384603,Inf,4.1601339563133934e-4,0,0,Significant
PD53775a,211000,0,2,0,298,21,F,42,687329,Anelloviridae,Viruses,NA,NA,NA,NA,Anelloviridae,NA,NA,40,9573,0.525,0.0021936696960200563,0,0,Significant
PD53775a,211000,0,2,2,274,19,G,57,687331,Alphatorquevirus,Viruses,NA,NA,NA,NA,Anelloviridae,Alphatorquevirus,NA,93,3718,0.20430107526881722,0.005110274341043572,0,0,Significant
PD53788a,441740,1.23,5454,33,110873,79575,F,48,1300,Streptococcaceae,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,NA,NA,10738,8632391,7.410597876699572,0.009218187637700841,0,0,Significant
PD53788a,441740,1.23,5421,5004,110470,79227,G,71,1301,Streptococcus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,1420046,7157238,0.05579185463006128,0.011069493567211262,0,0,Significant
PD53788a,441740,0.03,115,115,6308,4402,S,118,76860,Streptococcus constellatus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_constellatus,28736,30800,0.15318763919821826,0.14292207792207792,0,0,Significant
PD53788a,441740,0,19,9,2152,1690,S,118,1328,Streptococcus anginosus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_anginosus,66206,71728,0.02552638733649518,0.02356123131831363,0,0,Significant
PD53788a,441740,0.02,93,92,9546,6990,S,118,1303,Streptococcus oralis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_oralis,251805,314078,0.02775957586227438,0.022255618031189705,0,0,Significant
PD53788a,441740,0,6,6,590,522,S,118,2610896,Streptococcus sp. LPB0220,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sp._LPB0220,26713,26713,0.01954104743009022,0.01954104743009022,0,0,Significant
PD53788a,441740,0,1,1,574,501,S,118,1316408,Streptococcus sp. HSISM1,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sp._HSISM1,28057,28057,0.017856506397690416,0.017856506397690416,0,0,Significant
PD53788a,441740,0,1,1,286,239,S,118,2759692,Streptococcus sp. Marseille-Q3533,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sp._Marseille-Q3533,34057,34057,0.00701764688610271,0.00701764688610271,0,0,Significant
PD53788a,441740,0,1,1,68,60,S,118,2763068,Streptococcus sp. NSJ-72,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sp._NSJ-72,5711,5711,0.010506040973559796,0.010506040973559796,0,0,Significant
PD53788a,441740,0,7,5,771,670,S,118,1318,Streptococcus parasanguinis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_parasanguinis,15365,53718,0.043605597136348845,0.01247254179232287,0,0,Significant
PD53788a,441740,0,6,6,422,386,S,118,1304,Streptococcus salivarius,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,170711,193712,0.0022611313857923625,0.001992648880812753,0,0,Significant
PD53788a,441740,0,5,5,526,419,S,118,68892,Streptococcus infantis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_infantis,31321,31321,0.013377606078988538,0.013377606078988538,0,0,Significant
PD53788a,441740,0,4,4,71,63,S,118,1307,Streptococcus suis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_suis,514024,536237,1.2256237062860877e-4,1.1748536561259294e-4,8.660817580989052e-154,1.0219764745567082e-151,Significant
PD53788a,441740,0,3,3,203,159,S,118,113107,Streptococcus australis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_australis,47272,47272,0.0033635132848197666,0.0033635132848197666,0,0,Significant
PD53788a,441740,0,2,1,119,100,S,118,45634,Streptococcus cristatus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_cristatus,54461,122807,0.001836176346376306,8.142858306122615e-4,0,0,Significant
PD53788a,441740,0,2,2,111,88,S,118,1305,Streptococcus sanguinis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sanguinis,224702,244449,3.916298030280104e-4,3.5999329103412163e-4,0,0,Significant
PD53788a,441740,0,2,2,748,660,S,118,28037,Streptococcus mitis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_mitis,134593,153381,0.004903672553550334,0.0043030101511921295,0,0,Significant
PD53788a,441740,0,1,1,294,261,S,118,2490633,Streptococcus periodonticum,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_periodonticum,10239,10239,0.025490770583064752,0.025490770583064752,0,0,Significant
PD53788a,441740,0,1,1,121,99,S,118,1302,Streptococcus gordonii,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_gordonii,185881,185914,5.325988132192102e-4,5.325042761707026e-4,0,0,Significant
PD53788a,441740,0,1,1,214,191,S,118,33040,Streptococcus milleri,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_milleri,13124,13124,0.014553489789698263,0.014553489789698263,0,0,Significant
PD53788a,441740,0.11,494,1,14098,11124,F,48,186828,Carnobacteriaceae,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA,738,1426588,15.073170731707316,0.007797626224249748,0,0,Significant
PD53788a,441740,0.11,492,7,14046,11080,G,71,117563,Granulicatella,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA,389,139271,28.483290488431876,0.07955712244473005,0,0,Significant
PD53788a,441740,0.11,485,485,13810,10921,S,118,46124,Granulicatella adiacens,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella_adiacens,89283,89310,0.12231891849512225,0.122281939312507,0,0,Significant
PD53788a,441740,0,1,0,24,20,G,71,29393,Dolosigranulum,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,NA,0,199413,Inf,1.0029436395821736e-4,4.4076438777488625e-42,3.1294271532016923e-40,Significant
PD53788a,441740,0,1,1,24,20,S,118,29394,Dolosigranulum pigrum,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,Dolosigranulum_pigrum,199413,199413,1.0029436395821736e-4,1.0029436395821736e-4,4.4076438777488625e-42,5.201019775743658e-40,Significant
PD53788a,441740,0.01,64,3,1664,1526,F,48,33958,Lactobacillaceae,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,NA,NA,152395,14352926,0.010013451884904361,1.063197845512476e-4,0,0,Significant
PD53788a,441740,0.01,24,19,544,489,G,71,1578,Lactobacillus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,214458,2538385,0.0022801667459362673,1.9264217208973423e-4,0,0,Significant
PD53788a,441740,0,3,3,111,102,S,118,1584,Lactobacillus delbrueckii,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii,132929,223523,7.673269188815081e-4,4.5632887890731605e-4,0,0,Significant
PD53788a,441740,0,1,1,38,35,S,118,2107999,Lactobacillus paragasseri,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_paragasseri,24601,29661,0.0014227063940490225,0.0011800006742860997,0,0,Significant
